	id1	atid	ENZYME	SYMBOL	Author	Detection Method	Detection Method ID	interaction	Interaction Type	id2	Primary Interaction Type	Publication DB	Publication ID	selected	shared interaction	shared name	Source Database
10	839341	AT1G01060		LHY1	Ding Z (2007)	genetic interference	MI:0254	265111	additive genetic interaction defined by inequality	819296	additive genetic interaction defined by inequality	pubmed	17483414	FALSE	265111	839341 (265111) 819296	psi-mi
11	839341	AT1G01060		LHY1	Mizoguchi T (2002)	genetic interference	MI:0254	265121	additive genetic interaction defined by inequality	819296	additive genetic interaction defined by inequality	pubmed	12015970	FALSE	265121	839341 (265121) 819296	psi-mi
12	839341	AT1G01060		LHY1	Sugano S (1999)	pull down	MI:0096	265126	direct interaction	825196	direct interaction	pubmed	10535927	FALSE	265126	839341 (265126) 825196	psi-mi
13	839341	AT1G01060		LHY1	Niwa Y (2007)	genetic interference	MI:0254	265692	additive genetic interaction defined by inequality	819296	additive genetic interaction defined by inequality	pubmed	17540692	FALSE	265692	839341 (265692) 819296	psi-mi
14	839341	AT1G01060		LHY1	Nakamichi N (2007)	genetic interference	MI:0254	265711	additive genetic interaction defined by inequality	819296	additive genetic interaction defined by inequality	pubmed	17504813	FALSE	265711	839341 (265711) 819296	psi-mi
15	839341	AT1G01060		LHY1	Ding Z (2007)	genetic interference	MI:0254	265720	additive genetic interaction defined by inequality	821807	additive genetic interaction defined by inequality	pubmed	17496120	FALSE	265720	839341 (265720) 821807	psi-mi
16	839341	AT1G01060		LHY1	Giraud E (2010)	affinity chromatography technology	MI:0004	482883	physical association	827568	physical association	pubmed	21183706	FALSE	482883	839341 (482883) 827568	psi-mi
17	839341	AT1G01060		LHY1	Lu SX (2009)	affinity chromatography technology	MI:0004	1521036	physical association	819296	physical association	pubmed	19218364	FALSE	1521036	839341 (1521036) 819296	psi-mi
18	839341	AT1G01060		LHY1	Lu SX (2009)	biochemical	MI:0401	1521039	colocalization	819296	colocalization	pubmed	19218364	FALSE	1521039	839341 (1521039) 819296	psi-mi
19	826470	AT4G08920		CRY1	Liu B (2011)	two hybrid	MI:0018	532184	direct interaction	819242	direct interaction	pubmed	21511871	FALSE	532184	826470 (532184) 819242	psi-mi
20	826470	AT4G08920		CRY1	Liu B (2011)	affinity chromatography technology	MI:0004	532185	physical association	819242	physical association	pubmed	21511871	FALSE	532185	826470 (532185) 819242	psi-mi
21	826470	AT4G08920		CRY1	Lian HL (2011)	two hybrid	MI:0018	1115632	direct interaction	819242	direct interaction	pubmed	21511872	FALSE	1115632	826470 (1115632) 819242	psi-mi
22	826470	AT4G08920		CRY1	Lian HL (2011)	affinity chromatography technology	MI:0004	1115633	physical association	819242	physical association	pubmed	21511872	FALSE	1115633	826470 (1115633) 819242	psi-mi
23	826470	AT4G08920		CRY1	Sang Y (2005)	two hybrid	MI:0018	336348	direct interaction	826470	direct interaction	pubmed	15805487	FALSE	336348	826470 (336348) 826470	psi-mi
24	826470	AT4G08920		CRY1	Sang Y (2005)	pull down	MI:0096	336352	direct interaction	826470	direct interaction	pubmed	15805487	FALSE	336352	826470 (336352) 826470	psi-mi
25	826470	AT4G08920		CRY1	Sang Y (2005)	affinity chromatography technology	MI:0004	336354	physical association	826470	physical association	pubmed	15805487	FALSE	336354	826470 (336354) 826470	psi-mi
26	826470	AT4G08920		CRY1	Ozguer S (2006)	enzymatic study	MI:0415	281112	direct interaction	826470	direct interaction	pubmed	17073458	FALSE	281112	826470 (281112) 826470	psi-mi
27	826470	AT4G08920		CRY1	Yang HQ (2001)	two hybrid	MI:0018	268638	direct interaction	817857	direct interaction	pubmed	11752373	FALSE	268638	826470 (268638) 817857	psi-mi
28	826470	AT4G08920		CRY1	Yang HQ (2001)	pull down	MI:0096	268641	direct interaction	817857	direct interaction	pubmed	11752373	FALSE	268641	826470 (268641) 817857	psi-mi
29	826470	AT4G08920		CRY1	Yang HQ (2001)	affinity chromatography technology	MI:0004	268642	physical association	817857	physical association	pubmed	11752373	FALSE	268642	826470 (268642) 817857	psi-mi
30	826470	AT4G08920		CRY1	Liu Y (2014)	affinity chromatography technology	MI:0004	1104546	physical association	817857	physical association	pubmed	24554768	FALSE	1104546	826470 (1104546) 817857	psi-mi
31	826470	AT4G08920		CRY1	Liu Y (2014)	imaging technique	MI:0428	1104547	colocalization	817857	colocalization	pubmed	24554768	FALSE	1104547	826470 (1104547) 817857	psi-mi
32	826470	AT4G08920		CRY1	Hughes RM (2012)	pull down	MI:0096	657511	direct interaction	816394	direct interaction	pubmed	22577138	FALSE	657511	826470 (657511) 816394	psi-mi
33	819242	AT2G46340		SPA1	Hughes RM (2012)	two hybrid	MI:0018	657513	direct interaction	826470	direct interaction	pubmed	22577138	FALSE	657513	819242 (657513) 826470	psi-mi
34	819242	AT2G46340		SPA1	Lian HL (2011)	two hybrid	MI:0018	1115635	direct interaction	839529	direct interaction	pubmed	21511872	FALSE	1115635	819242 (1115635) 839529	psi-mi
35	819242	AT2G46340		SPA1	Zhu D (2008)	pull down	MI:0096	299863	direct interaction	819242	direct interaction	pubmed	18812498	FALSE	299863	819242 (299863) 819242	psi-mi
36	819242	AT2G46340		SPA1	Zhu D (2008)	protein complementation assay	MI:0090	299879	direct interaction	819242	direct interaction	pubmed	18812498	FALSE	299879	819242 (299879) 819242	psi-mi
37	819242	AT2G46340		SPA1	Zhu D (2008)	affinity chromatography technology	MI:0004	299880	physical association	819242	physical association	pubmed	18812498	FALSE	299880	819242 (299880) 819242	psi-mi
38	819242	AT2G46340		SPA1	Laubinger S (2006)	pull down	MI:0096	268365	direct interaction	831441	direct interaction	pubmed	16854975	FALSE	268365	819242 (268365) 831441	psi-mi
39	819242	AT2G46340		SPA1	Laubinger S (2006)	fluorescent resonance energy transfer	MI:0055	268369	direct interaction	831441	direct interaction	pubmed	16854975	FALSE	268369	819242 (268369) 831441	psi-mi
40	819242	AT2G46340		SPA1	Saijo Y (2003)	biochemical	MI:0401	268621	colocalization	817857	colocalization	pubmed	14597662	FALSE	268621	819242 (268621) 817857	psi-mi
41	819242	AT2G46340		SPA1	Saijo Y (2003)	affinity chromatography technology	MI:0004	268622	physical association	817857	physical association	pubmed	14597662	FALSE	268622	819242 (268622) 817857	psi-mi
42	819242	AT2G46340		SPA1	Hoecker U (2001)	pull down	MI:0096	268653	direct interaction	817857	direct interaction	pubmed	11461903	FALSE	268653	819242 (268653) 817857	psi-mi
43	819242	AT2G46340		SPA1	Saijo Y (2008)	affinity chromatography technology	MI:0004	289211	physical association	817857	physical association	pubmed	18722184	FALSE	289211	819242 (289211) 817857	psi-mi
44	819242	AT2G46340		SPA1	Zhu D (2008)	pull down	MI:0096	299864	direct interaction	826712	direct interaction	pubmed	18812498	FALSE	299864	819242 (299864) 826712	psi-mi
45	819242	AT2G46340		SPA1	Zhu D (2008)	pull down	MI:0096	299865	direct interaction	820767	direct interaction	pubmed	18812498	FALSE	299865	819242 (299865) 820767	psi-mi
46	819242	AT2G46340		SPA1	Zhu D (2008)	pull down	MI:0096	299866	direct interaction	841743	direct interaction	pubmed	18812498	FALSE	299866	819242 (299866) 841743	psi-mi
47	819242	AT2G46340		SPA1	Zhu D (2008)	affinity chromatography technology	MI:0004	299884	physical association	826712	physical association	pubmed	18812498	FALSE	299884	819242 (299884) 826712	psi-mi
48	819242	AT2G46340		SPA1	Zhu D (2008)	affinity chromatography technology	MI:0004	299885	physical association	820767	physical association	pubmed	18812498	FALSE	299885	819242 (299885) 820767	psi-mi
49	819242	AT2G46340		SPA1	Zhu D (2008)	affinity chromatography technology	MI:0004	299886	physical association	841743	physical association	pubmed	18812498	FALSE	299886	819242 (299886) 841743	psi-mi
50	819242	AT2G46340		SPA1	Zhu D (2008)	affinity chromatography technology	MI:0004	299887	physical association	817857	physical association	pubmed	18812498	FALSE	299887	819242 (299887) 817857	psi-mi
51	819242	AT2G46340		SPA1	Zhu D (2008)	biochemical	MI:0401	299900	colocalization	826712	colocalization	pubmed	18812498	FALSE	299900	819242 (299900) 826712	psi-mi
52	819242	AT2G46340		SPA1	Zhu D (2008)	biochemical	MI:0401	299901	colocalization	820767	colocalization	pubmed	18812498	FALSE	299901	819242 (299901) 820767	psi-mi
53	819242	AT2G46340		SPA1	Zhu D (2008)	biochemical	MI:0401	299902	colocalization	841743	colocalization	pubmed	18812498	FALSE	299902	819242 (299902) 841743	psi-mi
54	819242	AT2G46340		SPA1	Zhu D (2008)	biochemical	MI:0401	299903	colocalization	817857	colocalization	pubmed	18812498	FALSE	299903	819242 (299903) 817857	psi-mi
55	819242	AT2G46340		SPA1	Huang X (2013)	affinity chromatography technology	MI:0004	906234	physical association	817857	physical association	pubmed	24067658	FALSE	906234	819242 (906234) 817857	psi-mi
56	819242	AT2G46340		SPA1	Lian HL (2011)	affinity chromatography technology	MI:0004	1115634	physical association	817857	physical association	pubmed	21511872	FALSE	1115634	819242 (1115634) 817857	psi-mi
57	819242	AT2G46340		SPA1	Sheerin DJ (2015)	affinity chromatography technology	MI:0004	1115929	physical association	837483	physical association	pubmed	25627066	FALSE	1115929	819242 (1115929) 837483	psi-mi
58	819242	AT2G46340		SPA1	Lu XD (2015)	two hybrid	MI:0018	1241674	direct interaction	816394	direct interaction	pubmed	25744387	FALSE	1241674	819242 (1241674) 816394	psi-mi
59	819242	AT2G46340		SPA1	Lu XD (2015)	two hybrid	MI:0018	1241675	direct interaction	837483	direct interaction	pubmed	25744387	FALSE	1241675	819242 (1241675) 837483	psi-mi
60	819242	AT2G46340		SPA1	Lu XD (2015)	protein complementation assay	MI:0090	1241676	direct interaction	816394	direct interaction	pubmed	25744387	FALSE	1241676	819242 (1241676) 816394	psi-mi
61	819242	AT2G46340		SPA1	Lu XD (2015)	protein complementation assay	MI:0090	1241677	direct interaction	837483	direct interaction	pubmed	25744387	FALSE	1241677	819242 (1241677) 837483	psi-mi
62	819242	AT2G46340		SPA1	Lu XD (2015)	genetic interference	MI:0254	1241678	additive genetic interaction defined by inequality	816394	additive genetic interaction defined by inequality	pubmed	25744387	FALSE	1241678	819242 (1241678) 816394	psi-mi
63	819242	AT2G46340		SPA1	Lu XD (2015)	genetic interference	MI:0254	1241679	additive genetic interaction defined by inequality	837483	additive genetic interaction defined by inequality	pubmed	25744387	FALSE	1241679	819242 (1241679) 837483	psi-mi
64	819242	AT2G46340		SPA1	Lu XD (2015)	affinity chromatography technology	MI:0004	1241680	physical association	817857	physical association	pubmed	25744387	FALSE	1241680	819242 (1241680) 817857	psi-mi
65	819242	AT2G46340		SPA1	Lu XD (2015)	two hybrid	MI:0018	1241681	direct interaction	817857	direct interaction	pubmed	25744387	FALSE	1241681	819242 (1241681) 817857	psi-mi
66	819242	AT2G46340		SPA1	Zheng X (2013)	affinity chromatography technology	MI:0004	817114	physical association	816394	physical association	pubmed	23371951	FALSE	817114	819242 (817114) 816394	psi-mi
67	819242	AT2G46340		SPA1	Zheng X (2013)	two hybrid	MI:0018	817115	direct interaction	816394	direct interaction	pubmed	23371951	FALSE	817115	819242 (817115) 816394	psi-mi
68	819242	AT2G46340		SPA1	Hajdu A (2015)	two hybrid	MI:0018	1442503	direct interaction	816394	direct interaction	pubmed	26120968	FALSE	1442503	819242 (1442503) 816394	psi-mi
69	819242	AT2G46340		SPA1	Xu X (2014)	affinity chromatography technology	MI:0004	1415204	physical association	816538	physical association	pubmed	24858936	FALSE	1415204	819242 (1415204) 816538	psi-mi
70	838883	AT1G22770		FB	Sawa M (2007)	affinity chromatography technology	MI:0004	265095	physical association	843133	physical association	pubmed	17872410	FALSE	265095	838883 (265095) 843133	psi-mi
71	838883	AT1G22770		FB	Sawa M (2007)	pull down	MI:0096	265097	direct interaction	843133	direct interaction	pubmed	17872410	FALSE	265097	838883 (265097) 843133	psi-mi
72	838883	AT1G22770		FB	Martin-Tryon EL (2007)	genetic interference	MI:0254	265672	additive genetic interaction defined by inequality	836259	additive genetic interaction defined by inequality	pubmed	17098855	FALSE	265672	838883 (265672) 836259	psi-mi
73	838883	AT1G22770		FB	Kim WY (2007)	two hybrid	MI:0018	265043	direct interaction	835842	direct interaction	pubmed	17704763	FALSE	265043	838883 (265043) 835842	psi-mi
74	838883	AT1G22770		FB	Kim WY (2007)	affinity chromatography technology	MI:0004	265046	physical association	835842	physical association	pubmed	17704763	FALSE	265046	838883 (265046) 835842	psi-mi
75	838883	AT1G22770		FB	Sawa M (2007)	affinity chromatography technology	MI:0004	265096	physical association	836364	physical association	pubmed	17872410	FALSE	265096	838883 (265096) 836364	psi-mi
76	838883	AT1G22770		FB	Tseng TS (2004)	two hybrid	MI:0018	265098	direct interaction	820327	direct interaction	pubmed	15155885	FALSE	265098	838883 (265098) 820327	psi-mi
77	838883	AT1G22770		FB	Tseng TS (2004)	pull down	MI:0096	265101	direct interaction	820327	direct interaction	pubmed	15155885	FALSE	265101	838883 (265101) 820327	psi-mi
78	838883	AT1G22770		FB	Chen M (2006)	genetic interference	MI:0254	265671	additive genetic interaction defined by inequality	819383	additive genetic interaction defined by inequality	pubmed	16709197	FALSE	265671	838883 (265671) 819383	psi-mi
79	838883	AT1G22770		FB	Martin-Tryon EL (2007)	genetic interference	MI:0254	265674	additive genetic interaction defined by inequality	835842	additive genetic interaction defined by inequality	pubmed	17098855	FALSE	265674	838883 (265674) 835842	psi-mi
80	838883	AT1G22770		FB	Tseng TS (2004)	genetic interference	MI:0254	265677	suppressive genetic interaction defined by inequality	820327	suppressive genetic interaction defined by inequality	pubmed	15155885	FALSE	265677	838883 (265677) 820327	psi-mi
81	838883	AT1G22770		FB	Soppe WJ (1999)	genetic interference	MI:0254	265684	suppressive genetic interaction defined by inequality	844066	suppressive genetic interaction defined by inequality	pubmed	10518493	FALSE	265684	838883 (265684) 844066	psi-mi
82	838883	AT1G22770		FB	Ding Z (2007)	genetic interference	MI:0254	265727	additive genetic interaction defined by inequality	821807	additive genetic interaction defined by inequality	pubmed	17496120	FALSE	265727	838883 (265727) 821807	psi-mi
83	838883	AT1G22770		FB	Nakagawa M (2004)	genetic interference	MI:0254	265728	suppressive genetic interaction defined by inequality	817857	suppressive genetic interaction defined by inequality	pubmed	15111714	FALSE	265728	838883 (265728) 817857	psi-mi
84	838883	AT1G22770		FB	Kim WY (2013)	affinity chromatography technology	MI:0004	802374	physical association	833502	physical association	pubmed	23322040	FALSE	802374	838883 (802374) 833502	psi-mi
85	838883	AT1G22770		FB	Kim WY (2013)	affinity chromatography technology	MI:0004	802375	physical association	832494	physical association	pubmed	23322040	FALSE	802375	838883 (802375) 832494	psi-mi
86	838883	AT1G22770		FB	Kim WY (2013)	two hybrid	MI:0018	802378	direct interaction	833502	direct interaction	pubmed	23322040	FALSE	802378	838883 (802378) 833502	psi-mi
87	838883	AT1G22770		FB	Kim WY (2013)	two hybrid	MI:0018	802379	direct interaction	832494	direct interaction	pubmed	23322040	FALSE	802379	838883 (802379) 832494	psi-mi
88	838883	AT1G22770		FB	Kim WY (2013)	protein complementation assay	MI:0090	802380	direct interaction	833502	direct interaction	pubmed	23322040	FALSE	802380	838883 (802380) 833502	psi-mi
89	838883	AT1G22770		FB	Kim J (2013)	affinity chromatography technology	MI:0004	903841	physical association	835842	physical association	pubmed	24004949	FALSE	903841	838883 (903841) 835842	psi-mi
90	839529	AT1G04400		CRY2	Li X (2011)	two hybrid	MI:0018	592423	direct interaction	819242	direct interaction	pubmed	22139370	FALSE	592423	839529 (592423) 819242	psi-mi
91	839529	AT1G04400		CRY2	Zuo Z (2011)	two hybrid	MI:0018	532126	direct interaction	819242	direct interaction	pubmed	21514160	FALSE	532126	839529 (532126) 819242	psi-mi
92	839529	AT1G04400		CRY2	Zuo Z (2011)	affinity chromatography technology	MI:0004	532127	physical association	819242	physical association	pubmed	21514160	FALSE	532127	839529 (532127) 819242	psi-mi
93	839529	AT1G04400		CRY2	Weidler G (2012)	fluorescent resonance energy transfer	MI:0055	668154	direct interaction	819242	direct interaction	pubmed	22739826	FALSE	668154	839529 (668154) 819242	psi-mi
94	839529	AT1G04400		CRY2	Sang Y (2005)	pull down	MI:0096	336353	direct interaction	839529	direct interaction	pubmed	15805487	FALSE	336353	839529 (336353) 839529	psi-mi
95	839529	AT1G04400		CRY2	Ozguer S (2006)	enzymatic study	MI:0415	281113	direct interaction	839529	direct interaction	pubmed	17073458	FALSE	281113	839529 (281113) 839529	psi-mi
96	839529	AT1G04400		CRY2	Taslimi A (2014)	protein complementation assay	MI:0090	1255365	direct interaction	839529	direct interaction	pubmed	25233328	FALSE	1255365	839529 (1255365) 839529	psi-mi
97	839529	AT1G04400		CRY2	Wang H (2001)	affinity chromatography technology	MI:0004	332628	physical association	817857	physical association	pubmed	11509693	FALSE	332628	839529 (332628) 817857	psi-mi
98	839529	AT1G04400		CRY2	Nakagawa M (2004)	genetic interference	MI:0254	265729	suppressive genetic interaction defined by inequality	817857	suppressive genetic interaction defined by inequality	pubmed	15111714	FALSE	265729	839529 (265729) 817857	psi-mi
99	839529	AT1G04400		CRY2	Kennedy MJ (2010)	two hybrid	MI:0018	470554	direct interaction	829604	direct interaction	pubmed	21037589	FALSE	470554	839529 (470554) 829604	psi-mi
100	839529	AT1G04400		CRY2	Li X (2011)	pull down	MI:0096	592424	direct interaction	829604	direct interaction	pubmed	22139370	FALSE	592424	839529 (592424) 829604	psi-mi
101	839529	AT1G04400		CRY2	Liu H (2008)	two hybrid	MI:0018	317511	direct interaction	829604	direct interaction	pubmed	18988809	FALSE	317511	839529 (317511) 829604	psi-mi
102	839529	AT1G04400		CRY2	Liu H (2008)	affinity chromatography technology	MI:0004	317512	physical association	829604	physical association	pubmed	18988809	FALSE	317512	839529 (317512) 829604	psi-mi
103	839529	AT1G04400		CRY2	Zuo Z (2011)	affinity chromatography technology	MI:0004	532128	physical association	817857	physical association	pubmed	21514160	FALSE	532128	839529 (532128) 817857	psi-mi
104	839529	AT1G04400		CRY2	Liu Y (2013)	protein complementation assay	MI:0090	907931	direct interaction	839167	direct interaction	pubmed	24130508	FALSE	907931	839529 (907931) 839167	psi-mi
105	839529	AT1G04400		CRY2	Liu Y (2013)	affinity chromatography technology	MI:0004	907932	physical association	839167	physical association	pubmed	24130508	FALSE	907932	839529 (907932) 839167	psi-mi
106	839529	AT1G04400		CRY2	Cui Y (2014)	fluorescent resonance energy transfer	MI:0055	1172855	direct interaction	829604	direct interaction	pubmed	24780222	FALSE	1172855	839529 (1172855) 829604	psi-mi
107	839529	AT1G04400		CRY2	Liu Y (2014)	imaging technique	MI:0428	1104548	colocalization	817857	colocalization	pubmed	24554768	FALSE	1104548	839529 (1104548) 817857	psi-mi
108	839529	AT1G04400		CRY2	Hughes RM (2012)	two hybrid	MI:0018	1104859	direct interaction	829604	direct interaction	pubmed	22922268	FALSE	1104859	839529 (1104859) 829604	psi-mi
109	839529	AT1G04400		CRY2	Kang MY (2015)	genetic interference	MI:0254	1528485	additive genetic interaction defined by inequality	826609	additive genetic interaction defined by inequality	pubmed	25962685	FALSE	1528485	839529 (1528485) 826609	psi-mi
110	839529	AT1G04400		CRY2	Ozkan-Dagliyan I (2013)	affinity chromatography technology	MI:0004	883111	physical association	26374	physical association	pubmed	23833191	FALSE	883111	839529 (883111) 26374	psi-mi
111	839529	AT1G04400		CRY2	Weidler G (2012)	fluorescent resonance energy transfer	MI:0055	668155	direct interaction	829604	direct interaction	pubmed	22739826	FALSE	668155	839529 (668155) 829604	psi-mi
112	836259	AT5G61380		PRR1	Martin-Tryon EL (2007)	genetic interference	MI:0254	265673	additive genetic interaction defined by inequality	838883	additive genetic interaction defined by inequality	pubmed	17098855	FALSE	265673	836259 (265673) 838883	psi-mi
113	836259	AT5G61380		PRR1	Yasuhara M (2004)	two hybrid	MI:0018	265033	direct interaction	843133	direct interaction	pubmed	15310821	FALSE	265033	836259 (265033) 843133	psi-mi
114	836259	AT5G61380		PRR1	Mas P (2003)	two hybrid	MI:0018	265068	direct interaction	843133	direct interaction	pubmed	14654842	FALSE	265068	836259 (265068) 843133	psi-mi
115	836259	AT5G61380		PRR1	Huang H (2016)	two hybrid	MI:0018	1507146	direct interaction	817134	direct interaction	pubmed	26545401	FALSE	1507146	836259 (1507146) 817134	psi-mi
116	836259	AT5G61380		PRR1	Ito S (2003)	two hybrid	MI:0018	265016	direct interaction	836259	direct interaction	pubmed	14634162	FALSE	265016	836259 (265016) 836259	psi-mi
117	836259	AT5G61380		PRR1	Ito S (2003)	two hybrid	MI:0018	265014	direct interaction	818903	direct interaction	pubmed	14634162	FALSE	265014	836259 (265014) 818903	psi-mi
118	836259	AT5G61380		PRR1	Ito S (2003)	two hybrid	MI:0018	265015	direct interaction	825075	direct interaction	pubmed	14634162	FALSE	265015	836259 (265015) 825075	psi-mi
119	836259	AT5G61380		PRR1	Ito S (2003)	two hybrid	MI:0018	265017	direct interaction	819292	direct interaction	pubmed	14634162	FALSE	265017	836259 (265017) 819292	psi-mi
120	836259	AT5G61380		PRR1	Yasuhara M (2004)	two hybrid	MI:0018	265031	direct interaction	835842	direct interaction	pubmed	15310821	FALSE	265031	836259 (265031) 835842	psi-mi
121	836259	AT5G61380		PRR1	Yasuhara M (2004)	two hybrid	MI:0018	265032	direct interaction	816408	direct interaction	pubmed	15310821	FALSE	265032	836259 (265032) 816408	psi-mi
122	836259	AT5G61380		PRR1	Para A (2007)	affinity chromatography technology	MI:0004	265038	physical association	836132	physical association	pubmed	18055606	FALSE	265038	836259 (265038) 836132	psi-mi
123	836259	AT5G61380		PRR1	Kevei E (2006)	two hybrid	MI:0018	265064	direct interaction	835842	direct interaction	pubmed	16428597	FALSE	265064	836259 (265064) 835842	psi-mi
124	836259	AT5G61380		PRR1	Mas P (2003)	two hybrid	MI:0018	265067	direct interaction	835842	direct interaction	pubmed	14654842	FALSE	265067	836259 (265067) 835842	psi-mi
125	836259	AT5G61380		PRR1	Mas P (2003)	two hybrid	MI:0018	265069	direct interaction	816408	direct interaction	pubmed	14654842	FALSE	265069	836259 (265069) 816408	psi-mi
126	836259	AT5G61380		PRR1	Mas P (2003)	affinity chromatography technology	MI:0004	265070	physical association	835842	physical association	pubmed	14654842	FALSE	265070	836259 (265070) 835842	psi-mi
127	836259	AT5G61380		PRR1	Fujimori T (2004)	two hybrid	MI:0018	265072	direct interaction	825075	direct interaction	pubmed	15356333	FALSE	265072	836259 (265072) 825075	psi-mi
128	836259	AT5G61380		PRR1	Fujimori T (2004)	two hybrid	MI:0018	265073	direct interaction	837479	direct interaction	pubmed	15356333	FALSE	265073	836259 (265073) 837479	psi-mi
129	836259	AT5G61380		PRR1	Yamashino T (2003)	two hybrid	MI:0018	265075	direct interaction	819311	direct interaction	pubmed	12826627	FALSE	265075	836259 (265075) 819311	psi-mi
130	836259	AT5G61380		PRR1	Yamashino T (2003)	two hybrid	MI:0018	265076	direct interaction	825382	direct interaction	pubmed	12826627	FALSE	265076	836259 (265076) 825382	psi-mi
131	836259	AT5G61380		PRR1	Yamashino T (2003)	two hybrid	MI:0018	265077	direct interaction	837479	direct interaction	pubmed	12826627	FALSE	265077	836259 (265077) 837479	psi-mi
132	836259	AT5G61380		PRR1	Yamashino T (2003)	two hybrid	MI:0018	265078	direct interaction	816538	direct interaction	pubmed	12826627	FALSE	265078	836259 (265078) 816538	psi-mi
133	836259	AT5G61380		PRR1	Yamashino T (2003)	two hybrid	MI:0018	265079	direct interaction	818903	direct interaction	pubmed	12826627	FALSE	265079	836259 (265079) 818903	psi-mi
134	836259	AT5G61380		PRR1	Yamashino T (2003)	two hybrid	MI:0018	265080	direct interaction	825075	direct interaction	pubmed	12826627	FALSE	265080	836259 (265080) 825075	psi-mi
135	836259	AT5G61380		PRR1	Makino S (2002)	two hybrid	MI:0018	265090	direct interaction	819311	direct interaction	pubmed	11828023	FALSE	265090	836259 (265090) 819311	psi-mi
136	836259	AT5G61380		PRR1	Makino S (2002)	two hybrid	MI:0018	265091	direct interaction	837479	direct interaction	pubmed	11828023	FALSE	265091	836259 (265091) 837479	psi-mi
137	836259	AT5G61380		PRR1	Ding Z (2007)	genetic interference	MI:0254	265114	additive genetic interaction defined by inequality	819296	additive genetic interaction defined by inequality	pubmed	17483414	FALSE	265114	836259 (265114) 819296	psi-mi
138	836259	AT5G61380		PRR1	Ito S (2008)	genetic interference	MI:0254	265690	suppressive genetic interaction defined by inequality	832518	suppressive genetic interaction defined by inequality	pubmed	18178585	FALSE	265690	836259 (265690) 832518	psi-mi
139	836259	AT5G61380		PRR1	Niwa Y (2007)	genetic interference	MI:0254	265695	additive genetic interaction defined by inequality	819296	additive genetic interaction defined by inequality	pubmed	17540692	FALSE	265695	836259 (265695) 819296	psi-mi
140	836259	AT5G61380		PRR1	Ding Z (2007)	genetic interference	MI:0254	265724	additive genetic interaction defined by inequality	821807	additive genetic interaction defined by inequality	pubmed	17496120	FALSE	265724	836259 (265724) 821807	psi-mi
141	836259	AT5G61380		PRR1	Wang L (2010)	affinity chromatography technology	MI:0004	437111	physical association	832518	physical association	pubmed	20407420	FALSE	437111	836259 (437111) 832518	psi-mi
142	836259	AT5G61380		PRR1	Wang L (2010)	affinity chromatography technology	MI:0004	437112	physical association	835842	physical association	pubmed	20407420	FALSE	437112	836259 (437112) 835842	psi-mi
143	836259	AT5G61380		PRR1	Fujiwara S (2008)	affinity chromatography technology	MI:0004	296943	physical association	835842	physical association	pubmed	18562312	FALSE	296943	836259 (296943) 835842	psi-mi
