CHROM BIN_START BIN_END WEIGHTED_FST
chr1A 57500001 59500000 0.0959843
chr1A 58000001 60000000 0.0978267
chr1A 58500001 60500000 0.108936
chr1A 59000001 61000000 0.122214
chr1A 59500001 61500000 0.107897
chr1A 60000001 62000000 0.109985
chr1A 60500001 62500000 0.136854
chr1A 61000001 63000000 0.134225
chr1A 61500001 63500000 0.1108
chr1A 62000001 64000000 0.111279
chr1A 62500001 64500000 0.109824
chr1A 63000001 65000000 0.127277
chr1A 63500001 65500000 0.113103
chr1A 64000001 66000000 0.112996
chr1A 64500001 66500000 0.106734
chr1A 65000001 67000000 0.110558
chr1A 65500001 67500000 0.100079
chr1A 66000001 68000000 0.0891697
chr1A 66500001 68500000 0.0780739
chr1A 67000001 69000000 0.0600118
chr1A 67500001 69500000 0.0634346
chr1A 68000001 70000000 0.0634416
chr1A 68500001 70500000 0.0675488
chr1A 69000001 71000000 0.0743286
chr1A 69500001 71500000 0.0930519
chr1A 70000001 72000000 0.0924251
chr1A 70500001 72500000 0.0913751
chr1A 71000001 73000000 0.0955698
chr1A 71500001 73500000 0.0913225
chr1A 72000001 74000000 0.0874198
chr1A 72500001 74500000 0.108387
chr1A 73000001 75000000 0.112231
chr1A 73500001 75500000 0.108852
chr1A 74000001 76000000 0.123321
chr1A 74500001 76500000 0.0960097
chr1A 75000001 77000000 0.102945
chr1A 75500001 77500000 0.128895
chr1A 76000001 78000000 0.128589
chr1A 76500001 78500000 0.148596
chr1A 77000001 79000000 0.110815
chr1A 77500001 79500000 0.0816973
chr1A 78000001 80000000 0.0641788
chr1A 78500001 80500000 0.0475295
chr1A 79000001 81000000 0.0374442
chr1A 79500001 81500000 0.0336395
chr1A 80000001 82000000 0.0364558
chr1A 80500001 82500000 0.034625
chr1A 81000001 83000000 0.0357944
chr1A 81500001 83500000 0.0390983
chr1A 82000001 84000000 0.0371139
chr1A 82500001 84500000 0.0465626
chr1A 83000001 85000000 0.043326
chr1A 83500001 85500000 0.0423298
chr1A 84000001 86000000 0.0417725
chr1A 84500001 86500000 0.0385172
chr1A 85000001 87000000 0.0404124
chr1A 85500001 87500000 0.0351001
chr1A 86000001 88000000 0.0296129
chr1A 86500001 88500000 0.0314372
chr1A 87000001 89000000 0.0302568
chr1A 87500001 89500000 0.0303692
chr1A 88000001 90000000 0.0313405
chr1A 88500001 90500000 0.0324731
chr1A 89000001 91000000 0.0382634
chr1A 89500001 91500000 0.0554089
chr1A 90000001 92000000 0.0691536
chr1A 90500001 92500000 0.0885718
chr1A 91000001 93000000 0.113176
chr1A 91500001 93500000 0.116065
chr1A 92000001 94000000 0.111849
chr1A 92500001 94500000 0.0962215
chr1A 93000001 95000000 0.0974919
chr1A 93500001 95500000 0.0985648
chr1A 94000001 96000000 0.102352
chr1A 94500001 96500000 0.0930933
chr1A 95000001 97000000 0.0851678
chr1A 95500001 97500000 0.0784705
chr1A 96000001 98000000 0.0797017
chr1A 96500001 98500000 0.0903455
chr1A 97000001 99000000 0.0769337
chr1A 97500001 99500000 0.0706358
chr1A 98000001 100000000 0.0578077
chr1A 98500001 100500000 0.0581181
chr1A 99000001 101000000 0.0520361
chr1A 99500001 101500000 0.050801
chr1A 100000001 102000000 0.0515614
chr1A 100500001 102500000 0.0493017
chr1A 101000001 103000000 0.0490307
chr1A 101500001 103500000 0.0442456
chr1A 102000001 104000000 0.0385426
chr1A 102500001 104500000 0.0455597
chr1A 103000001 105000000 0.036254
chr1A 103500001 105500000 0.0366414
chr1A 104000001 106000000 0.037196
chr1A 104500001 106500000 0.0308961
chr1A 105000001 107000000 0.0373167
chr1A 105500001 107500000 0.0377764
chr1A 106000001 108000000 0.0382744
chr1A 106500001 108500000 0.0361393
chr1A 107000001 109000000 0.0381823
chr1A 107500001 109500000 0.0370116
chr1A 108000001 110000000 0.0451796
chr1A 108500001 110500000 0.0524293
chr1A 109000001 111000000 0.0597527
chr1A 109500001 111500000 0.0564752
chr1A 110000001 112000000 0.044776
chr1A 110500001 112500000 0.0403248
chr1A 111000001 113000000 0.0370507
chr1A 111500001 113500000 0.0336405
chr1A 112000001 114000000 0.0330295
chr1A 112500001 114500000 0.0337376
chr1A 113000001 115000000 0.0335404
chr1A 113500001 115500000 0.0347024
chr1A 114000001 116000000 0.0156713
chr1A 114500001 116500000 0.0141021
chr1A 115000001 117000000 0.0110328
chr1A 115500001 117500000 0.010286
chr1A 116000001 118000000 0.0596325
chr1A 116500001 118500000 0.056555
chr1A 117000001 119000000 0.0575695
chr1A 117500001 119500000 0.0485144
chr1A 118000001 120000000 0.0437017
chr1A 118500001 120500000 0.0447615
chr1A 119000001 121000000 0.042796
chr1A 119500001 121500000 0.0614098
chr1A 120000001 122000000 0.0683413
chr1A 120500001 122500000 0.0691257
chr1A 121000001 123000000 0.0722079
chr1A 121500001 123500000 0.0537618
chr1A 122000001 124000000 0.0494026
chr1A 122500001 124500000 0.041891
chr1A 123000001 125000000 0.0370921
chr1A 123500001 125500000 0.0404636
chr1A 124000001 126000000 0.0410603
chr1A 124500001 126500000 0.0435813
chr1A 125000001 127000000 0.0485562
chr1A 125500001 127500000 0.0504177
chr1A 126000001 128000000 0.0566637
chr1A 126500001 128500000 0.0582434
chr1A 127000001 129000000 0.050885
chr1A 127500001 129500000 0.058139
chr1A 128000001 130000000 0.0588885
chr1A 128500001 130500000 0.0589879
chr1A 129000001 131000000 0.0753163
chr1A 129500001 131500000 0.0635763
chr1A 130000001 132000000 0.0557376
chr1A 130500001 132500000 0.0515096
chr1A 131000001 133000000 0.0462897
chr1A 131500001 133500000 0.0467354
chr1A 132000001 134000000 0.0438042
chr1A 132500001 134500000 0.0493652
chr1A 133000001 135000000 0.0500258
chr1A 133500001 135500000 0.0556665
chr1A 134000001 136000000 0.0652921
chr1A 134500001 136500000 0.0509349
chr1A 135000001 137000000 0.0332916
chr1A 135500001 137500000 0.0312948
chr1A 136000001 138000000 0.0298484
chr1A 136500001 138500000 0.0276342
chr1A 137000001 139000000 0.0352672
chr1A 137500001 139500000 0.0298047
chr1A 138000001 140000000 0.0247792
chr1A 138500001 140500000 0.0234817
chr1A 139000001 141000000 0.0251655
chr1A 139500001 141500000 0.0257078
chr1A 140000001 142000000 0.026065
chr1A 140500001 142500000 0.0265763
chr1A 141000001 143000000 0.0263951
chr1A 141500001 143500000 0.0335471
chr1A 142000001 144000000 0.038924
chr1A 142500001 144500000 0.0368527
chr1A 143000001 145000000 0.035095
chr1A 143500001 145500000 0.0301021
chr1A 144000001 146000000 0.0267952
chr1A 144500001 146500000 0.0306381
chr1A 145000001 147000000 0.0298106
chr1A 145500001 147500000 0.0309014
chr1A 146000001 148000000 0.0283537
chr1A 146500001 148500000 0.0247939
chr1A 147000001 149000000 0.0276449
chr1A 147500001 149500000 0.0261218
chr1A 148000001 150000000 0.029024
chr1A 148500001 150500000 0.0272907
chr1A 149000001 151000000 0.0264288
chr1A 149500001 151500000 0.0329839
chr1A 150000001 152000000 0.0309977
chr1A 150500001 152500000 0.0394353
chr1A 151000001 153000000 0.0362317
chr1A 151500001 153500000 0.0284522
chr1A 152000001 154000000 0.0297061
chr1A 152500001 154500000 0.0280934
chr1A 153000001 155000000 0.0274505
chr1A 153500001 155500000 0.0302065
chr1A 154000001 156000000 0.0313103
chr1A 154500001 156500000 0.0309923
chr1A 155000001 157000000 0.0296074
chr1A 155500001 157500000 0.0324561
chr1A 156000001 158000000 0.0340208
chr1A 156500001 158500000 0.0317206
chr1A 157000001 159000000 0.0340243
chr1A 157500001 159500000 0.0298396
chr1A 158000001 160000000 0.0296942
chr1A 158500001 160500000 0.0384514
chr1A 159000001 161000000 0.0364975
chr1A 159500001 161500000 0.04278
chr1A 160000001 162000000 0.0327183
chr1A 160500001 162500000 0.028217
chr1A 161000001 163000000 0.0283891
chr1A 161500001 163500000 0.0278774
chr1A 162000001 164000000 0.0296262
chr1A 162500001 164500000 0.0310544
chr1A 163000001 165000000 0.0315903
chr1A 163500001 165500000 0.0271972
chr1A 164000001 166000000 0.0302367
chr1A 164500001 166500000 0.0246758
chr1A 165000001 167000000 0.0256753
chr1A 165500001 167500000 0.0280314
chr1A 166000001 168000000 0.0278753
chr1A 166500001 168500000 0.0273191
chr1A 167000001 169000000 0.0218173
chr1A 167500001 169500000 0.021713
chr1A 168000001 170000000 0.0201073
chr1A 168500001 170500000 0.021274
chr1A 169000001 171000000 0.0248278
chr1A 169500001 171500000 0.0261498
chr1A 170000001 172000000 0.0266329
chr1A 170500001 172500000 0.0264159
chr1A 171000001 173000000 0.0280073
chr1A 171500001 173500000 0.0275709
chr1A 172000001 174000000 0.0295096
chr1A 172500001 174500000 0.0354199
chr1A 173000001 175000000 0.0387679
chr1A 173500001 175500000 0.0374639
chr1A 174000001 176000000 0.0339209
chr1A 174500001 176500000 0.0304991
chr1A 175000001 177000000 0.028609
chr1A 175500001 177500000 0.0313681
chr1A 176000001 178000000 0.0346569
chr1A 176500001 178500000 0.0362845
chr1A 177000001 179000000 0.0359053
chr1A 177500001 179500000 0.0339693
chr1A 178000001 180000000 0.033179
chr1A 178500001 180500000 0.0375933
chr1A 179000001 181000000 0.0355915
chr1A 179500001 181500000 0.0353018
chr1A 180000001 182000000 0.0330677
chr1A 180500001 182500000 0.026929
chr1A 181000001 183000000 0.0284332
chr1A 181500001 183500000 0.0272281
chr1A 182000001 184000000 0.0284584
chr1A 182500001 184500000 0.0244231
chr1A 183000001 185000000 0.0235234
chr1A 183500001 185500000 0.0214515
chr1A 184000001 186000000 0.019266
chr1A 184500001 186500000 0.0220934
chr1A 185000001 187000000 0.0262356
chr1A 185500001 187500000 0.0289738
chr1A 186000001 188000000 0.0353214
chr1A 186500001 188500000 0.0401344
chr1A 187000001 189000000 0.0362468
chr1A 187500001 189500000 0.0444294
chr1A 188000001 190000000 0.0394793
chr1A 188500001 190500000 0.0312972
chr1A 189000001 191000000 0.0258203
chr1A 189500001 191500000 0.0224367
chr1A 190000001 192000000 0.0255395
chr1A 190500001 192500000 0.0243614
chr1A 191000001 193000000 0.0269085
chr1A 191500001 193500000 0.0267753
chr1A 192000001 194000000 0.0245635
chr1A 192500001 194500000 0.0271837
chr1A 193000001 195000000 0.0284012
chr1A 193500001 195500000 0.0267145
chr1A 194000001 196000000 0.0296641
chr1A 194500001 196500000 0.0211993
chr1A 195000001 197000000 0.0195872
chr1A 195500001 197500000 0.0211358
chr1A 196000001 198000000 0.0189325
chr1A 196500001 198500000 0.0238342
chr1A 197000001 199000000 0.0266073
chr1A 197500001 199500000 0.0262374
chr1A 198000001 200000000 0.0307311
chr1A 198500001 200500000 0.0311989
chr1A 199000001 201000000 0.0301165
chr1A 199500001 201500000 0.0246371
chr1A 200000001 202000000 0.0268656
chr1A 200500001 202500000 0.021757
chr1A 201000001 203000000 0.0215533
chr1A 201500001 203500000 0.0293108
chr1A 202000001 204000000 0.0279991
chr1A 202500001 204500000 0.031182
chr1A 203000001 205000000 0.034143
chr1A 203500001 205500000 0.0245158
chr1A 204000001 206000000 0.0258834
chr1A 204500001 206500000 0.0303678
chr1A 205000001 207000000 0.0242407
chr1A 205500001 207500000 0.0447561
chr1A 206000001 208000000 0.0420004
chr1A 206500001 208500000 0.0381229
chr1A 207000001 209000000 0.0427737
chr1A 207500001 209500000 0.0281462
chr1A 208000001 210000000 0.0267187
chr1A 208500001 210500000 0.0300862
chr1A 209000001 211000000 0.0291163
chr1A 209500001 211500000 0.0323132
chr1A 210000001 212000000 0.0262365
chr1A 210500001 212500000 0.0218223
chr1A 211000001 213000000 0.0194639
chr1A 211500001 213500000 0.0173947
chr1A 212000001 214000000 0.036796
chr1A 212500001 214500000 0.0408072
chr1A 213000001 215000000 0.0351713
chr1A 213500001 215500000 0.0280933
chr1A 214000001 216000000 0.0261819
chr1A 214500001 216500000 0.0249403
chr1A 215000001 217000000 0.0287766
chr1A 215500001 217500000 0.0256746
chr1A 216000001 218000000 0.0260347
chr1A 216500001 218500000 0.0240952
chr1A 217000001 219000000 0.0198608
chr1A 217500001 219500000 0.0388005
chr1A 218000001 220000000 0.0334212
chr1A 218500001 220500000 0.0294108
chr1A 219000001 221000000 0.0310513
chr1A 219500001 221500000 0.0234497
chr1A 220000001 222000000 0.0268932
chr1A 220500001 222500000 0.0341665
chr1A 221000001 223000000 0.0260327
chr1A 221500001 223500000 0.0272452
chr1A 222000001 224000000 0.0260097
chr1A 222500001 224500000 0.0225461
chr1A 223000001 225000000 0.030497
chr1A 223500001 225500000 0.0297378
chr1A 224000001 226000000 0.0305979
chr1A 224500001 226500000 0.0342725
chr1A 225000001 227000000 0.0323081
chr1A 225500001 227500000 0.0303869
chr1A 226000001 228000000 0.0274691
chr1A 226500001 228500000 0.028535
chr1A 227000001 229000000 0.0295742
chr1A 227500001 229500000 0.0322097
chr1A 228000001 230000000 0.0352546
chr1A 228500001 230500000 0.0383337
chr1A 229000001 231000000 0.0338789
chr1A 229500001 231500000 0.0311656
chr1A 230000001 232000000 0.0284432
chr1A 230500001 232500000 0.0211122
chr1A 231000001 233000000 0.0257633
chr1A 231500001 233500000 0.0225271
chr1A 232000001 234000000 0.0247669
chr1A 232500001 234500000 0.0289505
chr1A 233000001 235000000 0.0250908
chr1A 233500001 235500000 0.0287181
chr1A 234000001 236000000 0.0392013
chr1A 234500001 236500000 0.040961
chr1A 235000001 237000000 0.106709
chr1A 235500001 237500000 0.0959559
chr1A 236000001 238000000 0.0316973
chr1A 236500001 238500000 0.0302171
chr1A 237000001 239000000 0.0260895
chr1A 237500001 239500000 0.0262423
chr1A 238000001 240000000 0.023255
chr1A 238500001 240500000 0.0247821
chr1A 239000001 241000000 0.0304816
chr1A 239500001 241500000 0.0286495
chr1A 240000001 242000000 0.0349958
chr1A 240500001 242500000 0.0358632
chr1A 241000001 243000000 0.0345159
chr1A 241500001 243500000 0.0426711
chr1A 242000001 244000000 0.0441122
chr1A 242500001 244500000 0.049016
chr1A 243000001 245000000 0.0565172
chr1A 243500001 245500000 0.0564488
chr1A 244000001 246000000 0.0560331
chr1A 244500001 246500000 0.0585694
chr1A 245000001 247000000 0.0587027
chr1A 245500001 247500000 0.0525273
chr1A 246000001 248000000 0.0521902
chr1A 246500001 248500000 0.0576222
chr1A 247000001 249000000 0.0547962
chr1A 247500001 249500000 0.0685529
chr1A 248000001 250000000 0.0701128
chr1A 248500001 250500000 0.0623298
chr1A 249000001 251000000 0.0709117
chr1A 249500001 251500000 0.0612482
chr1A 250000001 252000000 0.0552329
chr1A 250500001 252500000 0.0541083
chr1A 251000001 253000000 0.0505361
chr1A 251500001 253500000 0.0505745
chr1A 252000001 254000000 0.0528544
chr1A 252500001 254500000 0.0523435
chr1A 253000001 255000000 0.0550775
chr1A 253500001 255500000 0.0532938
chr1A 254000001 256000000 0.0548942
chr1A 254500001 256500000 0.0567341
chr1A 255000001 257000000 0.0546366
chr1A 255500001 257500000 0.0618461
chr1A 256000001 258000000 0.0632536
chr1A 256500001 258500000 0.0606151
chr1A 257000001 259000000 0.0579003
chr1A 257500001 259500000 0.0498191
chr1A 258000001 260000000 0.0475663
chr1A 258500001 260500000 0.0555721
chr1A 259000001 261000000 0.0559117
chr1A 259500001 261500000 0.0566976
chr1A 260000001 262000000 0.0627887
chr1A 260500001 262500000 0.0601048
chr1A 261000001 263000000 0.0637697
chr1A 261500001 263500000 0.0616832
chr1A 262000001 264000000 0.0497865
chr1A 262500001 264500000 0.042395
chr1A 263000001 265000000 0.0325364
chr1A 263500001 265500000 0.0322699
chr1A 264000001 266000000 0.0362079
chr1A 264500001 266500000 0.0411714
chr1A 265000001 267000000 0.0443535
chr1A 265500001 267500000 0.0453267
chr1A 266000001 268000000 0.0359591
chr1A 266500001 268500000 0.0297043
chr1A 267000001 269000000 0.0266717
chr1A 267500001 269500000 0.0253612
chr1A 268000001 270000000 0.0309282
chr1A 268500001 270500000 0.0328902
chr1A 269000001 271000000 0.0415977
chr1A 269500001 271500000 0.0432789
chr1A 270000001 272000000 0.0499837
chr1A 270500001 272500000 0.0538729
chr1A 271000001 273000000 0.050942
chr1A 271500001 273500000 0.0483239
chr1A 272000001 274000000 0.046552
chr1A 272500001 274500000 0.033877
chr1A 273000001 275000000 0.0281387
chr1A 273500001 275500000 0.0264717
chr1A 274000001 276000000 0.0291393
chr1A 274500001 276500000 0.0392831
chr1A 275000001 277000000 0.0515858
chr1A 275500001 277500000 0.0536248
chr1A 276000001 278000000 0.0494707
chr1A 276500001 278500000 0.0494644
chr1A 277000001 279000000 0.047264
chr1A 277500001 279500000 0.0528013
chr1A 278000001 280000000 0.0610835
chr1A 278500001 280500000 0.0597452
chr1A 279000001 281000000 0.0541743
chr1A 279500001 281500000 0.0574538
chr1A 280000001 282000000 0.0519308
chr1A 280500001 282500000 0.052195
chr1A 281000001 283000000 0.0578434
chr1A 281500001 283500000 0.0534922
chr1A 282000001 284000000 0.0457335
chr1A 282500001 284500000 0.0457016
chr1A 283000001 285000000 0.0436488
chr1A 283500001 285500000 0.0430588
chr1A 284000001 286000000 0.0473974
chr1A 284500001 286500000 0.0491096
chr1A 285000001 287000000 0.0468831
chr1A 285500001 287500000 0.0508134
chr1A 286000001 288000000 0.0533798
chr1A 286500001 288500000 0.0512445
chr1A 287000001 289000000 0.0568786
chr1A 287500001 289500000 0.0524109
chr1A 288000001 290000000 0.0485854
chr1A 288500001 290500000 0.0478801
chr1A 289000001 291000000 0.0471863
chr1A 289500001 291500000 0.0463489
chr1A 290000001 292000000 0.0443552
chr1A 290500001 292500000 0.0416972
chr1A 291000001 293000000 0.0382505
chr1A 291500001 293500000 0.0405826
chr1A 292000001 294000000 0.0478811
chr1A 292500001 294500000 0.0455603
chr1A 293000001 295000000 0.0497597
chr1A 293500001 295500000 0.0566757
chr1A 294000001 296000000 0.0589337
chr1A 294500001 296500000 0.0700238
chr1A 295000001 297000000 0.0735032
chr1A 295500001 297500000 0.0864197
chr1A 296000001 298000000 0.0902864
chr1A 296500001 298500000 0.0912971
chr1A 297000001 299000000 0.0872177
chr1A 297500001 299500000 0.0701146
chr1A 298000001 300000000 0.0717869
chr1A 298500001 300500000 0.0739605
chr1A 299000001 301000000 0.0639846
chr1A 299500001 301500000 0.0550989
chr1A 300000001 302000000 0.0375441
chr1A 300500001 302500000 0.0273228
chr1A 301000001 303000000 0.0236155
chr1A 301500001 303500000 0.0206921
chr1A 302000001 304000000 0.0231913
chr1A 302500001 304500000 0.022349
chr1A 303000001 305000000 0.0268276
chr1A 303500001 305500000 0.0339557
chr1A 304000001 306000000 0.0305274
chr1A 304500001 306500000 0.0330496
chr1A 305000001 307000000 0.0353635
chr1A 305500001 307500000 0.0294105
chr1A 306000001 308000000 0.0305695
chr1A 306500001 308500000 0.0232249
chr1A 307000001 309000000 0.0208177
chr1A 307500001 309500000 0.019954
chr1A 308000001 310000000 0.0177872
chr1A 308500001 310500000 0.0175093
chr1A 309000001 311000000 0.0346199
chr1A 309500001 311500000 0.0549263
chr1A 310000001 312000000 0.0665731
chr1A 310500001 312500000 0.106022
chr1A 311000001 313000000 0.0976828
chr1A 311500001 313500000 0.0949729
chr1A 312000001 314000000 0.100173
chr1A 312500001 314500000 0.1032
chr1A 313000001 315000000 0.0937116
chr1A 313500001 315500000 0.0745978
chr1A 314000001 316000000 0.0694999
chr1A 314500001 316500000 0.0647739
chr1A 315000001 317000000 0.0750623
chr1A 315500001 317500000 0.0901676
chr1A 316000001 318000000 0.0909261
chr1A 316500001 318500000 0.0899419
chr1A 317000001 319000000 0.0752722
chr1A 317500001 319500000 0.070619
chr1A 318000001 320000000 0.0733953
chr1A 318500001 320500000 0.0706965
chr1A 319000001 321000000 0.079159
chr1A 319500001 321500000 0.0878896
chr1A 320000001 322000000 0.105434
chr1A 320500001 322500000 0.0990591
chr1A 321000001 323000000 0.0902207
chr1A 321500001 323500000 0.0829206
chr1A 322000001 324000000 0.0600316
chr1A 322500001 324500000 0.0600615
chr1A 323000001 325000000 0.0619352
chr1A 323500001 325500000 0.065235
chr1A 324000001 326000000 0.0666086
chr1A 324500001 326500000 0.0631216
chr1A 325000001 327000000 0.0601872
chr1A 325500001 327500000 0.0551173
chr1A 326000001 328000000 0.0530399
chr1A 326500001 328500000 0.0483347
chr1A 327000001 329000000 0.0463362
chr1A 327500001 329500000 0.0354104
chr1A 328000001 330000000 0.0306582
chr1A 328500001 330500000 0.0303532
chr1A 329000001 331000000 0.0350494
chr1A 329500001 331500000 0.0391362
chr1A 330000001 332000000 0.0453696
chr1A 330500001 332500000 0.0554769
chr1A 331000001 333000000 0.0544933
chr1A 331500001 333500000 0.0599316
chr1A 332000001 334000000 0.0561317
chr1A 332500001 334500000 0.0547762
chr1A 333000001 335000000 0.0617225
chr1A 333500001 335500000 0.0606817
chr1A 334000001 336000000 0.0748421
chr1A 334500001 336500000 0.0744631
chr1A 335000001 337000000 0.0701116
chr1A 335500001 337500000 0.0686111
chr1A 336000001 338000000 0.0568577
chr1A 336500001 338500000 0.0627466
chr1A 337000001 339000000 0.0701585
chr1A 337500001 339500000 0.0791966
chr1A 338000001 340000000 0.0952148
chr1A 338500001 340500000 0.0961145
chr1A 339000001 341000000 0.0854465
chr1A 339500001 341500000 0.0713956
chr1A 340000001 342000000 0.0626659
chr1A 340500001 342500000 0.0615373
chr1A 341000001 343000000 0.0598411
chr1A 341500001 343500000 0.0615783
chr1A 342000001 344000000 0.0606471
chr1A 342500001 344500000 0.0602768
chr1A 343000001 345000000 0.0689691
chr1A 343500001 345500000 0.0738846
chr1A 344000001 346000000 0.093403
chr1A 344500001 346500000 0.0974709
chr1A 345000001 347000000 0.10011
chr1A 345500001 347500000 0.113807
chr1A 346000001 348000000 0.102884
chr1A 346500001 348500000 0.104797
chr1A 347000001 349000000 0.0906166
chr1A 347500001 349500000 0.0733896
chr1A 348000001 350000000 0.0677898
chr1A 348500001 350500000 0.0569889
chr1A 349000001 351000000 0.0623923
chr1A 349500001 351500000 0.0740715
chr1A 350000001 352000000 0.0807761
chr1A 350500001 352500000 0.0912564
chr1A 351000001 353000000 0.0970938
chr1A 351500001 353500000 0.0917955
chr1A 352000001 354000000 0.0861517
chr1A 352500001 354500000 0.0898831
chr1A 353000001 355000000 0.0947883
chr1A 353500001 355500000 0.103352
chr1A 354000001 356000000 0.112396
chr1A 354500001 356500000 0.105897
chr1A 355000001 357000000 0.10022
chr1A 355500001 357500000 0.101705
chr1A 356000001 358000000 0.105993
chr1A 356500001 358500000 0.089892
chr1A 357000001 359000000 0.0881929
chr1A 357500001 359500000 0.0753168
chr1A 358000001 360000000 0.0543949
chr1A 358500001 360500000 0.0561444
chr1A 359000001 361000000 0.042874
chr1A 359500001 361500000 0.0380057
chr1A 360000001 362000000 0.0372485
chr1A 360500001 362500000 0.0311242
chr1A 361000001 363000000 0.0271307
chr1A 361500001 363500000 0.0333962
chr1A 362000001 364000000 0.0315489
chr1A 362500001 364500000 0.0300112
chr1A 363000001 365000000 0.0331664
chr1A 363500001 365500000 0.0468847
chr1A 364000001 366000000 0.05934
chr1A 364500001 366500000 0.0667959
chr1A 365000001 367000000 0.0845965
chr1A 365500001 367500000 0.0791524
chr1A 366000001 368000000 0.0890333
chr1A 366500001 368500000 0.116772
chr1A 367000001 369000000 0.118641
chr1A 367500001 369500000 0.135353
chr1A 368000001 370000000 0.143322
chr1A 368500001 370500000 0.127287
chr1A 369000001 371000000 0.115307
chr1A 369500001 371500000 0.0914039
chr1A 370000001 372000000 0.0844418
chr1A 370500001 372500000 0.0997414
