CHROM BIN_START BIN_END WEIGHTED_FST
chr1H 24500001 25500000 0.2261
chr1H 24750001 25750000 0.206196
chr1H 25000001 26000000 0.176768
chr1H 25250001 26250000 0.153656
chr1H 25500001 26500000 0.149095
chr1H 25750001 26750000 0.100101
chr1H 26000001 27000000 0.0456703
chr1H 26250001 27250000 0.0453324
chr1H 26500001 27500000 0.0625445
chr1H 26750001 27750000 0.171068
chr1H 27000001 28000000 0.222929
chr1H 27250001 28250000 0.272082
chr1H 27500001 28500000 0.27544
chr1H 27750001 28750000 0.247749
chr1H 28000001 29000000 0.25453
chr1H 28250001 29250000 0.262299
chr1H 28500001 29500000 0.278213
chr1H 28750001 29750000 0.305396
chr1H 29000001 30000000 0.150386
chr1H 29250001 30250000 0.1251
chr1H 29500001 30500000 0.123617
chr1H 29750001 30750000 0.177125
chr1H 30000001 31000000 0.269177
chr1H 30250001 31250000 0.2802
chr1H 30500001 31500000 0.336276
chr1H 30750001 31750000 0.356087
chr1H 31000001 32000000 0.35346
chr1H 31250001 32250000 0.354743
chr1H 31500001 32500000 0.321867
chr1H 31750001 32750000 0.299576
chr1H 32000001 33000000 0.291463
chr1H 32250001 33250000 0.300274
chr1H 32500001 33500000 0.327665
chr1H 32750001 33750000 0.345051
chr1H 33000001 34000000 0.249062
chr1H 33250001 34250000 0.178085
chr1H 33500001 34500000 0.153047
chr1H 33750001 34750000 0.0835129
chr1H 34000001 35000000 0.0680564
chr1H 34250001 35250000 0.0467472
chr1H 34500001 35500000 0.0315586
chr1H 34750001 35750000 0.0453029
chr1H 35000001 36000000 0.0756407
chr1H 35250001 36250000 0.126753
chr1H 35500001 36500000 0.172127
chr1H 35750001 36750000 0.297554
chr1H 36000001 37000000 0.336267
chr1H 36250001 37250000 0.324035
chr1H 36500001 37500000 0.360438
chr1H 36750001 37750000 0.268487
chr1H 37000001 38000000 0.189069
chr1H 37250001 38250000 0.211144
chr1H 37500001 38500000 0.216638
chr1H 37750001 38750000 0.223273
chr1H 38000001 39000000 0.256961
chr1H 38250001 39250000 0.249898
chr1H 38500001 39500000 0.310163
chr1H 38750001 39750000 0.371498
chr1H 39000001 40000000 0.424633
chr1H 39250001 40250000 0.394613
chr1H 39500001 40500000 0.406868
chr1H 39750001 40750000 0.385045
chr1H 40000001 41000000 0.348427
chr1H 40250001 41250000 0.387952
chr1H 40500001 41500000 0.25968
chr1H 40750001 41750000 0.230903
chr1H 41000001 42000000 0.230443
chr1H 41250001 42250000 0.244835
chr1H 41500001 42500000 0.280046
chr1H 41750001 42750000 0.319674
chr1H 42000001 43000000 0.342153
chr1H 42250001 43250000 0.34966
chr1H 42500001 43500000 0.361563
chr1H 42750001 43750000 0.317724
chr1H 43000001 44000000 0.293761
chr1H 43250001 44250000 0.322906
chr1H 43500001 44500000 0.395838
chr1H 43750001 44750000 0.445688
chr1H 44000001 45000000 0.487804
chr1H 44250001 45250000 0.491172
chr1H 44500001 45500000 0.419853
chr1H 44750001 45750000 0.425912
chr1H 45000001 46000000 0.444348
chr1H 45250001 46250000 0.491044
chr1H 45500001 46500000 0.522757
chr1H 45750001 46750000 0.499072
chr1H 46000001 47000000 0.523231
chr1H 46250001 47250000 0.505604
chr1H 46500001 47500000 0.48712
chr1H 46750001 47750000 0.516932
chr1H 47000001 48000000 0.517127
chr1H 47250001 48250000 0.511487
chr1H 47500001 48500000 0.56478
chr1H 47750001 48750000 0.57679
chr1H 48000001 49000000 0.542804
chr1H 48250001 49250000 0.535757
chr1H 48500001 49500000 0.384627
chr1H 48750001 49750000 0.318092
chr1H 49000001 50000000 0.217896
chr1H 49250001 50250000 0.266464
chr1H 49500001 50500000 0.401721
chr1H 49750001 50750000 0.39002
chr1H 50000001 51000000 0.384797
chr1H 50250001 51250000 0.381759
chr1H 50500001 51500000 0.277083
chr1H 50750001 51750000 0.43247
chr1H 51000001 52000000 0.617817
chr1H 51250001 52250000 0.572666
chr1H 51500001 52500000 0.565278
chr1H 51750001 52750000 0.494166
chr1H 52000001 53000000 0.32252
chr1H 52250001 53250000 0.290384
chr1H 52500001 53500000 0.275178
chr1H 52750001 53750000 0.275362
chr1H 53000001 54000000 0.311319
chr1H 53250001 54250000 0.307421
chr1H 53500001 54500000 0.385756
chr1H 53750001 54750000 0.416531
chr1H 54000001 55000000 0.406478
chr1H 54250001 55250000 0.424349
chr1H 54500001 55500000 0.327369
chr1H 54750001 55750000 0.358182
chr1H 55000001 56000000 0.314317
chr1H 55250001 56250000 0.412935
chr1H 55500001 56500000 0.488479
chr1H 55750001 56750000 0.490855
chr1H 56000001 57000000 0.400435
chr1H 56250001 57250000 0.345454
chr1H 56500001 57500000 0.31583
chr1H 56750001 57750000 0.34939
chr1H 57000001 58000000 0.481948
chr1H 57250001 58250000 0.520376
chr1H 57500001 58500000 0.513252
chr1H 57750001 58750000 0.49483
chr1H 58000001 59000000 0.441859
chr1H 58250001 59250000 0.37973
chr1H 58500001 59500000 0.322389
chr1H 58750001 59750000 0.291637
chr1H 59000001 60000000 0.366119
chr1H 59250001 60250000 0.4022
chr1H 59500001 60500000 0.473104
chr1H 59750001 60750000 0.513753
chr1H 60000001 61000000 0.472426
chr1H 60250001 61250000 0.388121
chr1H 60500001 61500000 0.350515
chr1H 60750001 61750000 0.248655
chr1H 61000001 62000000 0.268444
chr1H 61250001 62250000 0.348876
chr1H 61500001 62500000 0.406677
chr1H 61750001 62750000 0.456758
chr1H 62000001 63000000 0.473185
chr1H 62250001 63250000 0.444791
chr1H 62500001 63500000 0.40046
chr1H 62750001 63750000 0.338563
chr1H 63000001 64000000 0.318559
chr1H 63250001 64250000 0.322023
chr1H 63500001 64500000 0.287779
chr1H 63750001 64750000 0.295564
chr1H 64000001 65000000 0.24687
chr1H 64250001 65250000 0.27317
chr1H 64500001 65500000 0.282682
chr1H 64750001 65750000 0.267745
chr1H 65000001 66000000 0.322979
chr1H 65250001 66250000 0.284231
chr1H 65500001 66500000 0.294514
chr1H 65750001 66750000 0.291395
chr1H 66000001 67000000 0.293701
chr1H 66250001 67250000 0.304235
chr1H 66500001 67500000 0.400732
chr1H 66750001 67750000 0.489914
chr1H 67000001 68000000 0.505374
chr1H 67250001 68250000 0.513339
chr1H 67500001 68500000 0.505814
chr1H 67750001 68750000 0.460317
chr1H 68000001 69000000 0.507495
chr1H 68250001 69250000 0.544709
chr1H 68500001 69500000 0.56929
chr1H 68750001 69750000 0.591221
chr1H 69000001 70000000 0.517844
chr1H 69250001 70250000 0.401074
chr1H 69500001 70500000 0.342051
chr1H 69750001 70750000 0.286939
chr1H 70000001 71000000 0.292198
chr1H 70250001 71250000 0.311425
chr1H 70500001 71500000 0.275026
chr1H 70750001 71750000 0.349531
chr1H 71000001 72000000 0.342839
chr1H 71250001 72250000 0.333988
chr1H 71500001 72500000 0.286929
chr1H 71750001 72750000 0.252742
chr1H 72000001 73000000 0.249509
chr1H 72250001 73250000 0.293572
chr1H 72500001 73500000 0.352528
chr1H 72750001 73750000 0.360155
chr1H 73000001 74000000 0.361066
chr1H 73250001 74250000 0.318408
chr1H 73500001 74500000 0.296839
chr1H 73750001 74750000 0.303715
chr1H 74000001 75000000 0.315006
chr1H 74250001 75250000 0.330906
chr1H 74500001 75500000 0.358129
chr1H 74750001 75750000 0.358516
chr1H 75000001 76000000 0.401494
chr1H 75250001 76250000 0.494743
chr1H 75500001 76500000 0.53447
chr1H 75750001 76750000 0.588513
chr1H 76000001 77000000 0.505208
chr1H 76250001 77250000 0.431406
chr1H 76500001 77500000 0.377976
chr1H 76750001 77750000 0.377745
chr1H 77000001 78000000 0.462049
chr1H 77250001 78250000 0.491801
chr1H 77500001 78500000 0.491034
chr1H 77750001 78750000 0.454153
chr1H 78000001 79000000 0.361125
chr1H 78250001 79250000 0.338607
chr1H 78500001 79500000 0.318389
chr1H 78750001 79750000 0.281491
chr1H 79000001 80000000 0.331747
chr1H 79250001 80250000 0.305452
chr1H 79500001 80500000 0.318986
chr1H 79750001 80750000 0.413999
chr1H 80000001 81000000 0.44735
chr1H 80250001 81250000 0.450414
chr1H 80500001 81500000 0.436829
chr1H 80750001 81750000 0.329442
chr1H 81000001 82000000 0.236654
chr1H 81250001 82250000 0.131258
chr1H 81500001 82500000 0.243995
chr1H 81750001 82750000 0.303419
chr1H 82000001 83000000 0.417935
chr1H 82250001 83250000 0.42537
chr1H 82500001 83500000 0.340373
chr1H 82750001 83750000 0.293348
chr1H 83000001 84000000 0.243885
chr1H 83250001 84250000 0.267531
chr1H 83500001 84500000 0.286999
chr1H 83750001 84750000 0.355226
chr1H 84000001 85000000 0.384206
chr1H 84250001 85250000 0.387413
chr1H 84500001 85500000 0.27162
chr1H 84750001 85750000 0.234399
chr1H 85000001 86000000 0.192627
chr1H 85250001 86250000 0.166853
chr1H 85500001 86500000 0.253302
chr1H 85750001 86750000 0.384913
chr1H 86000001 87000000 0.466468
chr1H 86250001 87250000 0.465501
chr1H 86500001 87500000 0.470336
chr1H 86750001 87750000 0.376585
chr1H 87000001 88000000 0.298565
chr1H 87250001 88250000 0.28998
chr1H 87500001 88500000 0.335862
chr1H 87750001 88750000 0.385101
chr1H 88000001 89000000 0.415605
chr1H 88250001 89250000 0.359828
chr1H 88500001 89500000 0.275178
chr1H 88750001 89750000 0.207614
chr1H 89000001 90000000 0.171691
chr1H 89250001 90250000 0.165653
chr1H 89500001 90500000 0.180237
chr1H 89750001 90750000 0.206553
chr1H 90000001 91000000 0.236369
chr1H 90250001 91250000 0.240638
chr1H 90500001 91500000 0.295082
chr1H 90750001 91750000 0.292233
chr1H 91000001 92000000 0.251761
chr1H 91250001 92250000 0.307345
chr1H 91500001 92500000 0.217725
chr1H 91750001 92750000 0.227891
chr1H 92000001 93000000 0.258552
chr1H 92250001 93250000 0.266475
chr1H 92500001 93500000 0.345062
chr1H 92750001 93750000 0.298924
chr1H 93000001 94000000 0.27902
chr1H 93250001 94250000 0.277815
chr1H 93500001 94500000 0.263079
chr1H 93750001 94750000 0.264666
chr1H 94000001 95000000 0.257858
chr1H 94250001 95250000 0.225933
chr1H 94500001 95500000 0.222832
chr1H 94750001 95750000 0.228954
chr1H 95000001 96000000 0.257134
chr1H 95250001 96250000 0.251951
chr1H 95500001 96500000 0.248707
chr1H 95750001 96750000 0.269058
chr1H 96000001 97000000 0.256385
chr1H 96250001 97250000 0.282195
chr1H 96500001 97500000 0.309694
chr1H 96750001 97750000 0.279987
chr1H 97000001 98000000 0.270111
chr1H 97250001 98250000 0.244906
chr1H 97500001 98500000 0.23903
chr1H 97750001 98750000 0.242641
chr1H 98000001 99000000 0.24338
chr1H 98250001 99250000 0.265691
chr1H 98500001 99500000 0.271498
chr1H 98750001 99750000 0.270153
chr1H 99000001 100000000 0.288051
chr1H 99250001 100250000 0.260158
chr1H 99500001 100500000 0.260074
chr1H 99750001 100750000 0.280736
chr1H 100000001 101000000 0.2641
chr1H 100250001 101250000 0.349733
chr1H 100500001 101500000 0.330117
chr1H 100750001 101750000 0.314241
chr1H 101000001 102000000 0.324983
chr1H 101250001 102250000 0.334873
chr1H 101500001 102500000 0.335204
chr1H 101750001 102750000 0.364261
chr1H 102000001 103000000 0.383287
chr1H 102250001 103250000 0.342611
chr1H 102500001 103500000 0.361695
chr1H 102750001 103750000 0.371445
chr1H 103000001 104000000 0.38997
chr1H 103250001 104250000 0.360219
chr1H 103500001 104500000 0.368389
chr1H 103750001 104750000 0.369056
chr1H 104000001 105000000 0.344771
chr1H 104250001 105250000 0.365164
chr1H 104500001 105500000 0.395961
chr1H 104750001 105750000 0.402335
chr1H 105000001 106000000 0.425983
chr1H 105250001 106250000 0.468371
chr1H 105500001 106500000 0.347617
chr1H 105750001 106750000 0.352275
chr1H 106000001 107000000 0.305358
chr1H 106250001 107250000 0.26449
chr1H 106500001 107500000 0.326298
chr1H 106750001 107750000 0.360244
chr1H 107000001 108000000 0.43445
chr1H 107250001 108250000 0.392953
chr1H 107500001 108500000 0.393494
chr1H 107750001 108750000 0.367325
chr1H 108000001 109000000 0.353236
chr1H 108250001 109250000 0.383021
chr1H 108500001 109500000 0.416458
chr1H 108750001 109750000 0.472788
chr1H 109000001 110000000 0.535901
chr1H 109250001 110250000 0.593658
chr1H 109500001 110500000 0.57498
chr1H 109750001 110750000 0.507305
chr1H 110000001 111000000 0.468762
chr1H 110250001 111250000 0.36791
chr1H 110500001 111500000 0.375913
chr1H 110750001 111750000 0.414836
chr1H 111000001 112000000 0.399814
chr1H 111250001 112250000 0.447833
chr1H 111500001 112500000 0.441614
chr1H 111750001 112750000 0.416088
chr1H 112000001 113000000 0.437516
chr1H 112250001 113250000 0.438653
chr1H 112500001 113500000 0.39788
chr1H 112750001 113750000 0.383755
chr1H 113000001 114000000 0.342788
chr1H 113250001 114250000 0.325226
chr1H 113500001 114500000 0.342555
chr1H 113750001 114750000 0.329141
chr1H 114000001 115000000 0.310693
chr1H 114250001 115250000 0.301528
chr1H 114500001 115500000 0.292075
chr1H 114750001 115750000 0.279626
chr1H 115000001 116000000 0.291958
chr1H 115250001 116250000 0.313922
chr1H 115500001 116500000 0.285358
chr1H 115750001 116750000 0.279597
chr1H 116000001 117000000 0.239669
chr1H 116250001 117250000 0.246639
chr1H 116500001 117500000 0.292195
chr1H 116750001 117750000 0.296274
chr1H 117000001 118000000 0.348141
chr1H 117250001 118250000 0.406073
chr1H 117500001 118500000 0.447071
chr1H 117750001 118750000 0.511187
chr1H 118000001 119000000 0.471475
chr1H 118250001 119250000 0.438375
chr1H 118500001 119500000 0.386764
chr1H 118750001 119750000 0.338459
chr1H 119000001 120000000 0.345272
chr1H 119250001 120250000 0.353562
chr1H 119500001 120500000 0.411955
chr1H 119750001 120750000 0.438643
chr1H 120000001 121000000 0.451365
chr1H 120250001 121250000 0.436374
chr1H 120500001 121500000 0.367999
chr1H 120750001 121750000 0.286461
chr1H 121000001 122000000 0.296274
chr1H 121250001 122250000 0.246829
chr1H 121500001 122500000 0.264506
chr1H 121750001 122750000 0.281265
chr1H 122000001 123000000 0.284637
chr1H 122250001 123250000 0.274125
chr1H 122500001 123500000 0.246643
chr1H 122750001 123750000 0.230722
chr1H 123000001 124000000 0.215046
chr1H 123250001 124250000 0.265157
chr1H 123500001 124500000 0.334452
chr1H 123750001 124750000 0.394589
chr1H 124000001 125000000 0.447264
chr1H 124250001 125250000 0.461148
chr1H 124500001 125500000 0.394594
chr1H 124750001 125750000 0.39274
chr1H 125000001 126000000 0.283303
chr1H 125250001 126250000 0.246393
chr1H 125500001 126500000 0.242662
chr1H 125750001 126750000 0.261146
chr1H 126000001 127000000 0.349805
chr1H 126250001 127250000 0.450166
chr1H 126500001 127500000 0.424405
chr1H 126750001 127750000 0.409108
chr1H 127000001 128000000 0.437427
chr1H 127250001 128250000 0.404828
chr1H 127500001 128500000 0.489317
chr1H 127750001 128750000 0.509709
chr1H 128000001 129000000 0.514776
chr1H 128250001 129250000 0.564839
chr1H 128500001 129500000 0.533432
chr1H 128750001 129750000 0.544925
chr1H 129000001 130000000 0.53041
chr1H 129250001 130250000 0.482254
chr1H 129500001 130500000 0.479333
chr1H 129750001 130750000 0.387557
chr1H 130000001 131000000 0.354358
chr1H 130250001 131250000 0.413835
chr1H 130500001 131500000 0.425781
chr1H 130750001 131750000 0.459993
chr1H 131000001 132000000 0.434662
chr1H 131250001 132250000 0.456963
chr1H 131500001 132500000 0.429711
chr1H 131750001 132750000 0.387543
chr1H 132000001 133000000 0.401448
chr1H 132250001 133250000 0.40848
chr1H 132500001 133500000 0.459257
chr1H 132750001 133750000 0.540432
chr1H 133000001 134000000 0.583325
chr1H 133250001 134250000 0.558611
chr1H 133500001 134500000 0.54399
chr1H 133750001 134750000 0.546405
chr1H 134000001 135000000 0.453894
chr1H 134250001 135250000 0.398397
chr1H 134500001 135500000 0.393257
chr1H 134750001 135750000 0.351159
chr1H 135000001 136000000 0.402052
chr1H 135250001 136250000 0.450959
chr1H 135500001 136500000 0.433417
chr1H 135750001 136750000 0.458455
chr1H 136000001 137000000 0.427848
chr1H 136250001 137250000 0.461739
chr1H 136500001 137500000 0.47075
chr1H 136750001 137750000 0.487334
chr1H 137000001 138000000 0.4711
chr1H 137250001 138250000 0.455173
chr1H 137500001 138500000 0.461237
chr1H 137750001 138750000 0.473465
chr1H 138000001 139000000 0.504792
chr1H 138250001 139250000 0.444369
chr1H 138500001 139500000 0.468257
chr1H 138750001 139750000 0.450396
chr1H 139000001 140000000 0.443081
chr1H 139250001 140250000 0.48348
chr1H 139500001 140500000 0.426171
chr1H 139750001 140750000 0.48259
chr1H 140000001 141000000 0.531125
chr1H 140250001 141250000 0.435459
chr1H 140500001 141500000 0.44052
chr1H 140750001 141750000 0.411285
chr1H 141000001 142000000 0.380963
chr1H 141250001 142250000 0.482101
chr1H 141500001 142500000 0.435331
chr1H 141750001 142750000 0.438227
chr1H 142000001 143000000 0.411379
chr1H 142250001 143250000 0.387579
chr1H 142500001 143500000 0.384165
chr1H 142750001 143750000 0.370875
chr1H 143000001 144000000 0.297982
chr1H 143250001 144250000 0.291671
chr1H 143500001 144500000 0.323621
chr1H 143750001 144750000 0.330347
chr1H 144000001 145000000 0.397335
chr1H 144250001 145250000 0.437411
chr1H 144500001 145500000 0.478896
chr1H 144750001 145750000 0.480277
chr1H 145000001 146000000 0.529381
chr1H 145250001 146250000 0.410142
chr1H 145500001 146500000 0.40115
chr1H 145750001 146750000 0.445851
chr1H 146000001 147000000 0.464754
chr1H 146250001 147250000 0.547313
chr1H 146500001 147500000 0.551253
chr1H 146750001 147750000 0.552729
chr1H 147000001 148000000 0.543539
chr1H 147250001 148250000 0.553467
chr1H 147500001 148500000 0.468784
chr1H 147750001 148750000 0.43874
chr1H 148000001 149000000 0.477073
chr1H 148250001 149250000 0.513511
chr1H 148500001 149500000 0.547215
chr1H 148750001 149750000 0.563997
chr1H 149000001 150000000 0.552305
chr1H 149250001 150250000 0.521545
chr1H 149500001 150500000 0.601258
chr1H 149750001 150750000 0.601519
chr1H 150000001 151000000 0.574598
chr1H 150250001 151250000 0.576385
chr1H 150500001 151500000 0.549306
chr1H 150750001 151750000 0.539484
chr1H 151000001 152000000 0.52818
chr1H 151250001 152250000 0.506036
chr1H 151500001 152500000 0.472508
chr1H 151750001 152750000 0.458977
chr1H 152000001 153000000 0.449042
chr1H 152250001 153250000 0.422899
chr1H 152500001 153500000 0.472762
chr1H 152750001 153750000 0.409576
chr1H 153000001 154000000 0.431732
chr1H 153250001 154250000 0.472492
chr1H 153500001 154500000 0.454212
chr1H 153750001 154750000 0.539621
chr1H 154000001 155000000 0.535434
chr1H 154250001 155250000 0.502332
chr1H 154500001 155500000 0.496677
chr1H 154750001 155750000 0.479177
chr1H 155000001 156000000 0.476213
chr1H 155250001 156250000 0.460204
chr1H 155500001 156500000 0.439113
chr1H 155750001 156750000 0.463365
chr1H 156000001 157000000 0.447559
chr1H 156250001 157250000 0.476777
chr1H 156500001 157500000 0.539023
chr1H 156750001 157750000 0.498778
chr1H 157000001 158000000 0.533697
chr1H 157250001 158250000 0.537447
chr1H 157500001 158500000 0.516851
chr1H 157750001 158750000 0.490295
chr1H 158000001 159000000 0.499364
chr1H 158250001 159250000 0.453031
chr1H 158500001 159500000 0.47386
chr1H 158750001 159750000 0.517825
chr1H 159000001 160000000 0.504978
chr1H 159250001 160250000 0.535515
chr1H 159500001 160500000 0.503841
chr1H 159750001 160750000 0.508932
chr1H 160000001 161000000 0.50257
chr1H 160250001 161250000 0.517048
chr1H 160500001 161500000 0.560385
chr1H 160750001 161750000 0.561723
chr1H 161000001 162000000 0.539613
chr1H 161250001 162250000 0.557344
chr1H 161500001 162500000 0.560648
chr1H 161750001 162750000 0.564495
chr1H 162000001 163000000 0.591466
chr1H 162250001 163250000 0.577426
chr1H 162500001 163500000 0.556571
chr1H 162750001 163750000 0.553601
chr1H 163000001 164000000 0.530202
chr1H 163250001 164250000 0.455123
chr1H 163500001 164500000 0.443895
chr1H 163750001 164750000 0.415832
chr1H 164000001 165000000 0.439554
chr1H 164250001 165250000 0.51508
chr1H 164500001 165500000 0.528261
chr1H 164750001 165750000 0.591094
chr1H 165000001 166000000 0.559066
chr1H 165250001 166250000 0.507069
chr1H 165500001 166500000 0.410181
chr1H 165750001 166750000 0.366284
chr1H 166000001 167000000 0.357511
chr1H 166250001 167250000 0.341863
chr1H 166500001 167500000 0.42334
chr1H 166750001 167750000 0.487335
chr1H 167000001 168000000 0.452781
chr1H 167250001 168250000 0.465154
chr1H 167500001 168500000 0.497324
chr1H 167750001 168750000 0.469357
chr1H 168000001 169000000 0.478918
chr1H 168250001 169250000 0.476789
chr1H 168500001 169500000 0.464131
chr1H 168750001 169750000 0.481507
chr1H 169000001 170000000 0.529662
chr1H 169250001 170250000 0.486802
chr1H 169500001 170500000 0.434642
chr1H 169750001 170750000 0.467418
chr1H 170000001 171000000 0.478351
chr1H 170250001 171250000 0.529741
chr1H 170500001 171500000 0.60505
chr1H 170750001 171750000 0.589176
chr1H 171000001 172000000 0.446839
chr1H 171250001 172250000 0.433043
chr1H 171500001 172500000 0.411916
chr1H 171750001 172750000 0.421465
chr1H 172000001 173000000 0.476907
chr1H 172250001 173250000 0.471483
chr1H 172500001 173500000 0.470432
chr1H 172750001 173750000 0.406069
chr1H 173000001 174000000 0.458496
chr1H 173250001 174250000 0.474005
chr1H 173500001 174500000 0.507279
chr1H 173750001 174750000 0.566028
chr1H 174000001 175000000 0.539416
chr1H 174250001 175250000 0.512819
chr1H 174500001 175500000 0.520521
chr1H 174750001 175750000 0.525275
chr1H 175000001 176000000 0.567412
chr1H 175250001 176250000 0.61623
chr1H 175500001 176500000 0.605447
chr1H 175750001 176750000 0.629639
chr1H 176000001 177000000 0.615798
chr1H 176250001 177250000 0.610404
chr1H 176500001 177500000 0.615429
chr1H 176750001 177750000 0.580636
chr1H 177000001 178000000 0.588999
chr1H 177250001 178250000 0.555154
chr1H 177500001 178500000 0.513115
chr1H 177750001 178750000 0.420436
chr1H 178000001 179000000 0.400782
chr1H 178250001 179250000 0.419283
chr1H 178500001 179500000 0.447312
chr1H 178750001 179750000 0.521131
chr1H 179000001 180000000 0.520854
chr1H 179250001 180250000 0.466471
chr1H 179500001 180500000 0.419843
chr1H 179750001 180750000 0.385123
chr1H 180000001 181000000 0.361904
chr1H 180250001 181250000 0.401035
chr1H 180500001 181500000 0.488913
chr1H 180750001 181750000 0.515341
chr1H 181000001 182000000 0.569679
chr1H 181250001 182250000 0.575572
chr1H 181500001 182500000 0.50759
chr1H 181750001 182750000 0.532365
chr1H 182000001 183000000 0.538959
chr1H 182250001 183250000 0.541939
chr1H 182500001 183500000 0.528121
chr1H 182750001 183750000 0.493343
chr1H 183000001 184000000 0.491428
chr1H 183250001 184250000 0.4302
chr1H 183500001 184500000 0.4048
chr1H 183750001 184750000 0.438429
chr1H 184000001 185000000 0.432455
chr1H 184250001 185250000 0.47601
chr1H 184500001 185500000 0.490696
chr1H 184750001 185750000 0.44776
chr1H 185000001 186000000 0.438984
chr1H 185250001 186250000 0.477878
chr1H 185500001 186500000 0.525948
chr1H 185750001 186750000 0.55263
chr1H 186000001 187000000 0.553542
chr1H 186250001 187250000 0.520262
chr1H 186500001 187500000 0.499496
chr1H 186750001 187750000 0.428774
chr1H 187000001 188000000 0.447168
chr1H 187250001 188250000 0.467126
chr1H 187500001 188500000 0.469682
chr1H 187750001 188750000 0.565051
chr1H 188000001 189000000 0.486474
chr1H 188250001 189250000 0.466869
chr1H 188500001 189500000 0.471917
chr1H 188750001 189750000 0.432673
chr1H 189000001 190000000 0.43439
chr1H 189250001 190250000 0.439887
chr1H 189500001 190500000 0.453888
chr1H 189750001 190750000 0.48527
chr1H 190000001 191000000 0.561281
chr1H 190250001 191250000 0.585274
chr1H 190500001 191500000 0.563768
chr1H 190750001 191750000 0.588511
chr1H 191000001 192000000 0.554542
chr1H 191250001 192250000 0.518732
chr1H 191500001 192500000 0.474338
chr1H 191750001 192750000 0.313457
chr1H 192000001 193000000 0.334693
chr1H 192250001 193250000 0.348574
chr1H 192500001 193500000 0.364516
chr1H 192750001 193750000 0.554482
chr1H 193000001 194000000 0.575899
chr1H 193250001 194250000 0.518076
